set_name,set_topic,set_id,order_index,word,pronunciation,part_of_speech,level,definition_vi,definition_en,synonyms,antonyms,example_sentence
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,26,social facilitation,/ˈsoʊʃəl fəˌsɪlɪˈteɪʃən/,noun,C1,hiện tượng sự hiện diện của người khác làm tăng hiệu suất trong các nhiệm vụ đơn giản nhưng giảm hiệu suất trong các nhiệm vụ phức tạp,phenomenon where presence of others enhances performance on simple tasks but impairs performance on complex ones,audience effect,,Social facilitation explains why athletes perform better in familiar sports but may choke under pressure in unfamiliar situations.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,27,conformity pressure,/kənˈfɔːrmɪti ˈpreʃər/,collocation,C1,"áp lực xã hội buộc cá nhân phải tuân theo chuẩn mực và hành vi của nhóm, thường dẫn đến việc từ bỏ quan điểm cá nhân",social pressure compelling individuals to align their behavior and beliefs with group norms,"peer pressure, normative influence","individuality, autonomy",Conformity pressure in adolescent peer groups often leads teenagers to engage in risky behaviors despite personal reservations.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,28,extinction burst,/ɪkˈstɪŋkʃən bɜːrst/,collocation,C2,sự gia tăng đột ngột tần suất hoặc cường độ của một hành vi không mong muốn ngay trước khi nó biến mất hoàn toàn,sudden increase in frequency or intensity of an unwanted behavior immediately before it is completely eliminated,behavioral rebound,,Parents implementing behavioral extinction may observe an extinction burst where the child's tantrums intensify before gradually ceasing.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,29,priming effect,/ˈpraɪmɪŋ ɪˈfekt/,collocation,C1,hiện tượng tiếp xúc trước với một kích thích nào đó làm ảnh hưởng đến cách xử lý thông tin hoặc hành vi sau đó,phenomenon where prior exposure to a stimulus influences subsequent perception or behavior,"priming, implicit activation",,The priming effect demonstrates that exposure to words related to aging causes people to walk more slowly afterward.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,30,self-serving bias,/ˌself ˈsɜːrvɪŋ ˈbaɪəs/,collocation,C1,"xu hướng quy kết thành công cho bản thân nhưng quy kết thất bại cho hoàn cảnh bên ngoài, bảo vệ tự ái",tendency to attribute personal successes to internal factors and failures to external circumstances,actor-observer bias,,Self-serving bias leads employees to credit their promotion to personal merit while blaming external factors for missed opportunities.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,31,behavioral momentum,/bɪˈheɪvjərəl moʊˈmentəm/,collocation,C2,"hiện tượng một hành vi được thực hiện liên tục sẽ tiếp tục được thực hiện với xác suất cao hơn, tạo nên một quán tính hành vi",principle that repeated performance of a behavior increases the likelihood of its continuation,behavioral inertia,,Behavioral momentum explains why establishing a morning exercise routine makes it easier to maintain the habit long-term.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,32,attentional bias,/əˈtenʃənəl ˈbaɪəs/,collocation,C1,xu hướng chọn lọc chú ý đến những thông tin phù hợp với quan điểm hoặc trạng thái cảm xúc hiện tại của bản thân,"selective attention to information consistent with one's beliefs, emotions, or expectations",selective attention,,Attentional bias in anxiety disorders causes individuals to preferentially notice threat-related stimuli in their environment.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,33,reciprocity norm,/ˌresɪˈprɒsɪti nɔːrm/,collocation,C1,chuẩn mực xã hội mạnh mẽ yêu cầu con người phải đáp lại những hành động tốt của người khác bằng những hành động tương tự,social norm obligating individuals to reciprocate favors and kindness received from others,reciprocal altruism,,The reciprocity norm is a powerful persuasion technique used in marketing where free samples increase purchase likelihood.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,34,cognitive reappraisal,/ˌkɒɡnɪtɪv riːəˈpreɪzəl/,collocation,C1,kỹ thuật điều chỉnh cảm xúc bằng cách thay đổi cách diễn giải hoặc hiểu một tình huống để thay đổi phản ứng cảm xúc,emotion regulation strategy involving reinterpretation of a situation to change its emotional impact,"reframing, perspective shift",,"Cognitive reappraisal, such as viewing a challenging exam as an opportunity rather than a threat, reduces anxiety and improves performance."
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,35,in-group bias,/ˈɪn ɡruːp ˈbaɪəs/,collocation,C1,"xu hướng ưu tiên, đánh giá cao hơn và tin tưởng hơn những người thuộc cùng nhóm với bản thân so với những người ngoài nhóm","tendency to favor, trust, and evaluate members of one's own group more positively than outsiders","ingroup favoritism, parochialism",out-group bias,In-group bias explains why sports fans are more forgiving of their own team's poor performance than rival teams' similar conduct.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,36,temporal discounting,/ˈtempərəl dɪsˈkaʊntɪŋ/,collocation,C2,xu hướng coi những phần thưởng hoặc hậu quả gần trong tương lai là có giá trị cao hơn những phần thưởng xa hơn trong tương lai,tendency to value immediate rewards more highly than delayed rewards of greater magnitude,"delay discounting, present bias",,Temporal discounting explains why individuals struggle with long-term financial planning despite understanding its importance.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,37,bystander effect,/ˈbaɪstændər ɪˈfekt/,collocation,C1,"hiện tượng con người ít có khả năng giúp đỡ nạn nhân khi có nhiều người chứng kiến sự việc, do sự phân tán trách nhiệm",phenomenon where individuals are less likely to help in emergency situations when others are present,diffusion of responsibility,,The bystander effect demonstrates that crowded urban environments paradoxically reduce helping behavior due to diffused responsibility.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,38,affective regulation,/əˈfektɪv ˌreɡjuˈleɪʃən/,phrase,C1,"khả năng kiểm soát và điều chỉnh các cảm xúc, trạng thái tâm lý để đạt mục tiêu hoặc thích ứng với môi trường",the ability to manage and modulate emotional responses in adaptive ways,"emotional control, mood management","emotional dysregulation, affective instability",Adolescents with poor affective regulation often struggle to manage stress during high-stakes examinations.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,39,dispositional optimism,/ˌdɪspəˈzɪʃənəl ˈɒptɪmɪzəm/,phrase,C2,"xu hướng tính cách của một người luôn kỳ vọng kết quả tích cực trong tương lai, bất kể hoàn cảnh",a stable personality trait characterized by generalized positive expectations about future outcomes,"trait optimism, positive expectancy","dispositional pessimism, negative outlook",Research demonstrates that dispositional optimism correlates strongly with better health outcomes and psychological well-being.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,40,mentalizing,/ˈmentəlaɪzɪŋ/,verb,C2,"khả năng suy luận về các trạng thái tâm lý của bản thân và người khác, bao gồm niềm tin, mong muốn, ý định","the capacity to understand and interpret mental states—one's own and others'—including beliefs, desires, and intentions","theory of mind, mind-reading",mind-blindness,"Children with autism spectrum disorder often exhibit deficits in mentalizing, affecting their social interaction patterns."
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,41,approach-avoidance conflict,/əˈproʊtʃ əˈveɪdəns ˈkɒnflɪkt/,phrase,C1,"tình trạng tâm lý khi một đối tượng hoặc tình huống vừa có tính hấp dẫn vừa có tính đe dọa, gây ra sự do dự","a psychological state where a single goal or stimulus has both attractive and repulsive properties, creating ambivalence","ambivalence, mixed motivation","clear motivation, unambiguous goal",Students often experience approach-avoidance conflict when considering demanding academic programs with high career prospects.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,42,interpersonal synchrony,/ˌɪntərˈpɜːrsənəl ˈsɪŋkrəni/,phrase,C2,"sự phối hợp tự nhiên giữa các hành động, cử chỉ, tôn giọng và nhịp độ của hai người trong tương tác xã hội","the natural coordination of behaviors, gestures, vocal patterns, and rhythms between interacting individuals","behavioral synchrony, nonverbal mirroring","asynchrony, behavioral mismatch",Therapists who achieve high interpersonal synchrony with clients demonstrate improved therapeutic outcomes and stronger alliance.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,43,emotion contagion,/ɪˈmoʊʃən kənˈteɪdʒən/,phrase,C1,hiện tượng cảm xúc của một người lan truyền sang người khác thông qua các cơ chế tự động như bắt chước hoặc đồng cảm,the automatic transfer of emotions from one individual to others through mimicry and empathic processes,"emotional transmission, mood spreading","emotional isolation, affective detachment",Emotion contagion in social media environments can rapidly amplify both positive and negative sentiments across large populations.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,44,narrative identity,/ˈnærətɪv aɪˈdentɪti/,phrase,C2,cách mà một người xây dựng và duy trì ý thức về bản thân thông qua các câu chuyện về cuộc sống và kinh nghiệm của họ,"the internalized and evolving story of the self that integrates past, present, and anticipated future experiences","life story, autobiographical narrative","fragmented identity, narrative incoherence",Psychotherapy often involves reconstructing narrative identity to help clients integrate traumatic experiences into a coherent self-concept.
Tâm lý học & Hành vi con người,Psychology & Behavior,42f476df-71ac-5abf-aad1-9e48103a8943,45,inhibitory control,/ɪnˈhɪbɪtəri kənˈtroʊl/,phrase,C1,"khả năng chặn hoặc triệt tiêu những phản ứng tự động, xung động hoặc hành vi không mong muốn để đạt mục tiêu",the executive function that suppresses prepotent or automatic responses in favor of goal-directed behavior,"response inhibition, impulse control","impulsivity, disinhibition",Weak inhibitory control in childhood predicts higher rates of behavioral problems and academic underachievement.
