set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,intermediate,Psychosomatic symptoms are characterized by _____ that originate from psychological rather than purely physical causes.,behavioral changes only,physical manifestations,social withdrawal exclusively,cognitive impairment,B,"Psychosomatic symptoms là những triệu chứng thể chất (physical manifestations) xuất phát từ nguyên nhân tâm lý. Đáp án A, C, D đều không chính xác vì chúng không phản ánh bản chất của psychosomatic symptoms là các triệu chứng thể chất có gốc tâm lý.",2026-06-07T21:55:16.717632+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,collocation,intermediate,A therapist's ability to establish a strong _____ with clients is essential for achieving positive treatment outcomes.,therapeutic alliance,emotional distance,professional boundary,diagnostic accuracy,A,"Therapeutic alliance là mối quan hệ tin tưởng và hợp tác giữa nhà trị liệu và bệnh nhân, là yếu tố quan trọng nhất cho kết quả điều trị tích cực. Đáp án B (khoảng cách cảm xúc) và C (ranh giới chuyên nghiệp) là những khía cạnh khác nhưng không phải là yếu tố chính. Đáp án D không liên quan trực tiếp đến kết quả điều trị.",2026-06-07T21:55:16.717632+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,meaning,advanced,Which cognitive pattern is most likely to perpetuate anxiety and depression by distorting one's perception of reality?,Emotional regulation,Cognitive distortion,Mental health literacy,Resilience-building,B,Cognitive distortion là những sai lệch trong cách suy nghĩ làm bóp méo thực tế và gây ra cảm xúc tiêu cực. Đáp án A là khả năng kiểm soát cảm xúc (tích cực). Đáp án C là kiến thức về sức khỏe tâm thần. Đáp án D là quá trình xây dựng sức chống chịu (tích cực). Chỉ có B là mô tả một mô hình tư duy tiêu cực.,2026-06-07T21:55:16.717632+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,advanced,Maladaptive behaviors in response to stress often _____ the underlying psychological problems rather than resolving them.,alleviate,exacerbate,clarify,eliminate,B,"Maladaptive behavior là những hành vi không hiệu quả hoặc có hại, thường làm trầm trọng thêm (exacerbate) các vấn đề tâm lý. Đáp án A (giảm nhẹ), C (làm rõ), D (loại bỏ) đều không phù hợp vì maladaptive behaviors không giải quyết vấn đề mà còn làm tệ hơn.",2026-06-07T21:55:16.717632+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,collocation,advanced,Improving _____ among adolescents is critical for enabling early recognition of mental health issues and reducing stigma.,interpersonal conflict,psychological distress,mental health literacy,psychosomatic symptoms,C,"Mental health literacy (kiến thức về sức khỏe tâm thần) là yếu tố quan trọng giúp nhận biết sớm các vấn đề tâm lý và giảm kỳ thị. Đáp án A, B, D đều là các vấn đề hoặc triệu chứng cần được nhận biết, nhưng không phải là giải pháp để cải thiện nhận thức và giảm kỳ thị.",2026-06-07T21:55:16.717632+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,basic,The government presented _______ that pollution levels have decreased significantly over the past five years.,strong evidence,weak evidence,strong argument,weak argument,A,"""Strong evidence"" là collocation đúng để chỉ bằng chứng thuyết phục. ""Weak evidence"" sai về nghĩa (trái ngược). ""Strong/weak argument"" không phù hợp vì câu nói về dữ liệu cụ thể, không phải lập luận.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,basic,Climate change is considered a _______ that requires immediate international cooperation.,major concern,major problem,serious concern,critical concern,A,"""Major concern"" là collocation chuẩn. ""Major problem"" không sai nhưng không phải collocation tự nhiên. ""Serious/critical concern"" có thể dùng nhưng ""major concern"" là cụm phổ biến nhất trong bài thi.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,The company committed to _______ by reducing carbon emissions and investing in renewable energy.,sustainable development,sustainable growth,sustainable progress,sustainable improvement,A,"""Sustainable development"" là cụm chuẩn trong ngữ cảnh môi trường và kinh tế. Các lựa chọn khác không phải collocation tiêu chuẩn trong bài thi.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,basic,The smartphone market experiences _______ as companies constantly innovate and compete for market share.,fierce competition,fierce rivalry,strong competition,intense competition,A,"""Fierce competition"" là collocation chính xác. ""Fierce rivalry"" cũng đúng nhưng ""fierce competition"" phổ biến hơn. ""Strong/intense competition"" không phải collocation tự nhiên.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,"Water pollution has become a _______ in many developing countries, affecting public health.",critical issue,critical problem,serious issue,urgent issue,A,"""Critical issue"" là collocation chuẩn. ""Critical problem"" cũng đúng nhưng ""issue"" tự nhiên hơn. ""Serious/urgent issue"" không phải collocation tiêu chuẩn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,The invention of the internet had a _______ on global communication and commerce.,profound impact,profound effect,deep impact,strong impact,A,"""Profound impact"" là collocation chuẩn. ""Profound effect"" cũng đúng nhưng ""impact"" phổ biến hơn. ""Deep/strong impact"" không phải collocation tự nhiên.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,The _______ of electric vehicles in developed countries has reduced carbon emissions significantly.,widespread adoption,widespread use,broad adoption,mass adoption,A,"""Widespread adoption"" là collocation chuẩn. ""Widespread use"" cũng đúng nhưng ""adoption"" chính xác hơn. ""Broad/mass adoption"" không phải collocation tiêu chuẩn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,Freedom of speech is a _______ of democratic societies worldwide.,fundamental principle,basic principle,core principle,essential principle,A,"""Fundamental principle"" là collocation chuẩn. ""Basic/core/essential principle"" cũng có thể dùng nhưng ""fundamental"" là từ phổ biến nhất trong bài thi.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,The discovery of antibiotics was a _______ that revolutionized modern medicine.,remarkable achievement,remarkable success,outstanding achievement,impressive achievement,A,"""Remarkable achievement"" là collocation chuẩn. ""Remarkable success"" cũng đúng nhưng ""achievement"" chính xác hơn. ""Outstanding/impressive achievement"" không phải collocation tiêu chuẩn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,advanced,All financial investments carry _______ that investors must carefully consider before committing funds.,inherent risk,inherent danger,intrinsic risk,built-in risk,A,"""Inherent risk"" là collocation chuẩn trong ngữ cảnh tài chính. ""Inherent danger"" không phù hợp. ""Intrinsic/built-in risk"" cũng đúng nhưng ""inherent"" phổ biến hơn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,"The pandemic caused an _______ of medical supplies, forcing hospitals to ration resources.",acute shortage,acute scarcity,severe shortage,critical shortage,A,"""Acute shortage"" là collocation chuẩn. ""Acute scarcity"" cũng đúng nhưng ""shortage"" phổ biến hơn. ""Severe/critical shortage"" không phải collocation tiêu chuẩn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,advanced,"The Suez Canal has _______ for international trade, connecting Europe and Asia.",strategic importance,strategic value,crucial importance,vital importance,A,"""Strategic importance"" là collocation chuẩn. ""Strategic value"" cũng đúng nhưng ""importance"" phổ biến hơn. ""Crucial/vital importance"" không phải collocation tiêu chuẩn.",2026-06-07T16:37:20.493584+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,fill_blank,intermediate,"The research team provided a _____ explanation for the unexpected results, though further investigation was still needed.",plausible,meager,vivid,formidable,A,"Đáp án A (plausible) là chính xác vì nó có nghĩa là 'hợp lý, có thể tin được', phù hợp với ngữ cảnh giải thích kết quả nghiên cứu. B (meager) = ít ỏi, C (vivid) = sống động, D (formidable) = đáng gờm đều không phù hợp.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,collocation,intermediate,"Which collocation best completes the sentence: 'Despite facing _____, the team remained committed to their project.'",evident trends,formidable challenges,subtle differences,relevant information,B,"Đáp án B (formidable challenges) là chính xác vì 'thách thức khó khăn' phù hợp với ngữ cảnh 'vẫn cam kết dự án'. A (evident trends) = xu hướng rõ ràng, C (subtle differences) = sự khác biệt tinh tế, D (relevant information) = thông tin liên quan đều không hợp lý.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,fill_blank,intermediate,The government's decision to invest in renewable energy was a _____ choice based on long-term environmental goals.,meager,pragmatic,deliberate,evident,C,"Đáp án C (deliberate) = cố ý, được suy nghĩ kỹ lưỡng là chính xác vì nó phù hợp với 'dựa trên mục tiêu môi trường dài hạn'. B (pragmatic) cũng có thể hợp lý nhưng C chính xác hơn vì nhấn mạnh tính cố ý của quyết định.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,synonym,intermediate,What is the best synonym for 'compelling reason' in the context of policy-making?,weak justification,persuasive argument,random choice,hidden motive,B,"Đáp án B (persuasive argument) là đồng nghĩa chính xác với 'compelling reason' (lý do thuyết phục). A (weak justification) = lý do yếu, C (random choice) = lựa chọn ngẫu nhiên, D (hidden motive) = động cơ ẩn đều là trái nghĩa hoặc không liên quan.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,fill_blank,intermediate,The _____ in consumer behavior toward sustainable products reflects growing environmental awareness.,gradual shift,notable exception,rigorous standard,persistent effort,A,"Đáp án A (gradual shift) = sự thay đổi từ từ là chính xác vì nó mô tả sự thay đổi hành vi tiêu dùng theo thời gian. B (notable exception) = ngoại lệ đáng chú ý, C (rigorous standard) = tiêu chuẩn nghiêm ngặt, D (persistent effort) = nỗ lực kiên trì đều không phù hợp.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,fill_blank,intermediate,"The organization faced _____ in funding, which limited their ability to expand their social programs.",compelling reasons,meager resources,viable solutions,wholesome environments,B,"Đáp án B (meager resources) = tài nguyên hạn chế là chính xác vì nó phù hợp với ngữ cảnh 'giới hạn khả năng mở rộng'. A (compelling reasons) = lý do thuyết phục, C (viable solutions) = giải pháp khả thi, D (wholesome environments) = môi trường lành mạnh đều không hợp lý.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,antonym,advanced,Which of the following is an antonym of 'inherent value'?,intrinsic worth,essential importance,extrinsic value,natural quality,C,"Đáp án C (extrinsic value) = giá trị ngoại tại là trái nghĩa chính xác với 'inherent value' (giá trị nội tại). A, B, D đều là đồng nghĩa hoặc khái niệm tương tự của inherent value.",2026-06-07T22:08:19.068209+00:00
Collocation Tính Từ + Danh Từ,Natural Word Partnerships,2ffcb803-29be-541f-89c6-3ab093e9a50c,fill_blank,intermediate,The author's _____ of the historical events made the narrative engaging and memorable for readers.,subtle difference,vivid description,legitimate concern,pragmatic approach,B,"Đáp án B (vivid description) = mô tả sống động là chính xác vì nó phù hợp với ngữ cảnh 'làm cho câu chuyện hấp dẫn và dễ nhớ'. A (subtle difference) = sự khác biệt tinh tế, C (legitimate concern) = mối quan tâm chính đáng, D (pragmatic approach) = cách tiếp cận thực tế đều không phù hợp.",2026-06-07T22:08:19.068209+00:00
